system:index,DEM,VH,VV,VV_VH_diff,azimuth,distance_m,hillshade,slope,.geo
68,1637.0,-18.260074615478516,-12.485920906066895,5.7741546630859375,45,510,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01884395853438,35.0302623888041]}"
69,1665.0,-18.727798461914062,-13.122764587402344,5.605035305023193,45,540,180,44.36502240111787,"{""type"":""Point"",""coordinates"":[-111.01861125021287,35.03045429402788]}"
70,1683.0,-19.119625091552734,-12.585344314575195,6.534280776977539,45,570,180,40.55754179705454,"{""type"":""Point"",""coordinates"":[-111.01837854189135,35.030646199251635]}"
71,1710.0,-19.02942657470703,-12.186086654663086,6.843339920043945,45,600,255,38.473859179203316,"{""type"":""Point"",""coordinates"":[-111.01814583356985,35.03083810447541]}"
72,1724.0,-16.50763511657715,-11.067808151245117,5.439827919006348,45,630,232,21.376582895746985,"{""type"":""Point"",""coordinates"":[-111.01791312524834,35.03103000969918]}"
73,1724.0,-17.273658752441406,-7.2196431159973145,10.054015159606934,45,660,169,10.940963620211132,"{""type"":""Point"",""coordinates"":[-111.01768041692682,35.03122191492296]}"
74,1718.0,-15.945220947265625,-6.303030014038086,9.642190933227539,45,690,118,20.142190147638022,"{""type"":""Point"",""coordinates"":[-111.01744770860532,35.031413820146724]}"
75,1706.0,-16.49505615234375,-7.622830867767334,8.872225761413574,45,720,122,27.416254912342854,"{""type"":""Point"",""coordinates"":[-111.01721500028381,35.031605725370504]}"
76,1698.0,-20.070106506347656,-11.241596221923828,8.828509330749512,45,750,180,6.970481160073635,"{""type"":""Point"",""coordinates"":[-111.01698229196231,35.03179763059427]}"
77,1696.0,-20.984838485717773,-12.61647891998291,8.368358612060547,45,780,158,6.970493584143285,"{""type"":""Point"",""coordinates"":[-111.01674958364079,35.031989535818035]}"
78,1696.0,-23.339677810668945,-13.16363525390625,10.176041603088379,45,810,169,3.4982000699906624,"{""type"":""Point"",""coordinates"":[-111.0165168753193,35.0321814410418]}"
79,1695.0,-20.156171798706055,-11.469773292541504,8.68639850616455,45,840,148,10.392207339485426,"{""type"":""Point"",""coordinates"":[-111.01628416699778,35.03237334626558]}"
80,1692.0,-21.090301513671875,-12.537028312683105,8.553274154663086,45,870,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01605145867627,35.03256525148935]}"
81,1688.0,-20.75878143310547,-11.972513198852539,8.786267280578613,45,900,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01581875035477,35.032757156713124]}"
82,1687.0,-22.37156867980957,-13.180466651916504,9.19110107421875,45,930,180,6.9705743379209215,"{""type"":""Point"",""coordinates"":[-111.01558604203325,35.03294906193689]}"
83,1686.0,-23.639286041259766,-14.207369804382324,9.431916236877441,45,960,191,10.941213465405472,"{""type"":""Point"",""coordinates"":[-111.01535333371174,35.033140967160655]}"
84,1683.0,-23.868120193481445,-12.812817573547363,11.055302619934082,45,990,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01512062539024,35.03333287238443]}"
85,1681.0,-22.144916534423828,-12.795683860778809,9.349233627319336,45,1020,191,7.7838314870433845,"{""type"":""Point"",""coordinates"":[-111.01488791706872,35.0335247776082]}"
86,1682.0,-21.826648712158203,-12.338168144226074,9.488481521606445,45,1050,180,6.970642669851026,"{""type"":""Point"",""coordinates"":[-111.01465520874721,35.03371668283198]}"
87,1680.0,-24.003814697265625,-15.183686256408691,8.820127487182617,45,1080,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01442250042571,35.03390858805574]}"
88,1678.0,-25.880569458007812,-15.632762908935547,10.247806549072266,45,1110,180,6.970673731290369,"{""type"":""Point"",""coordinates"":[-111.0141897921042,35.03410049327952]}"
89,1677.0,-26.10113525390625,-16.690717697143555,9.410418510437012,45,1140,180,3.4982911507219883,"{""type"":""Point"",""coordinates"":[-111.01395708378271,35.03429239850328]}"
90,1677.0,-25.886520385742188,-15.746785163879395,10.139735221862793,45,1170,169,3.498297432206001,"{""type"":""Point"",""coordinates"":[-111.01372437546118,35.03448430372706]}"
91,1677.0,-26.835979461669922,-16.39657974243164,10.439397811889648,45,1200,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01349166713968,35.03467620895082]}"
92,1678.0,-25.924226760864258,-16.13991355895996,9.784313201904297,45,1230,180,3.4983162772875662,"{""type"":""Point"",""coordinates"":[-111.01325895881817,35.03486811417459]}"
93,1678.0,-26.024539947509766,-16.56639862060547,9.458141326904297,45,1260,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01302625049667,35.035060019398365]}"
94,1678.0,-25.90346908569336,-14.306339263916016,11.597129821777344,45,1290,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01279354217516,35.03525192462214]}"
95,1677.0,-24.92989730834961,-13.773455619812012,11.156441688537598,45,1320,169,4.941267691925114,"{""type"":""Point"",""coordinates"":[-111.01256083385366,35.03544382984591]}"
96,1678.0,-22.825855255126953,-13.597124099731445,9.228730201721191,45,1350,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01232812553214,35.03563573506968]}"
97,1677.0,-21.944427490234375,-12.115511894226074,9.8289155960083,45,1380,169,3.4983571101624436,"{""type"":""Point"",""coordinates"":[-111.01209541721065,35.03582764029345]}"
98,1678.0,-23.308748245239258,-14.14061164855957,9.168135643005371,45,1410,180,3.4983633919813393,"{""type"":""Point"",""coordinates"":[-111.01186270888914,35.03601954551722]}"
99,1678.0,-23.746732711791992,-12.94159984588623,10.805132865905762,45,1440,180,3.49837281527446,"{""type"":""Point"",""coordinates"":[-111.0116300005676,35.036211450740986]}"
100,1679.0,-23.87659454345703,-13.758913040161133,10.117681503295898,45,1470,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01139729224612,35.036403355964765]}"
101,1678.0,-22.538312911987305,-12.277931213378906,10.260381698608398,45,1500,180,0.0,"{""type"":""Point"",""coordinates"":[-111.0111645839246,35.03659526118853]}"
102,1562.0,-27.388200759887695,-17.940216064453125,9.447985649108887,90,0,138,14.14587817591111,"{""type"":""Point"",""coordinates"":[-111.0228,35.027]}"
103,1561.0,-26.094446182250977,-17.67469024658203,8.419754028320312,90,30,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.02247090073566,35.027]}"
104,1563.0,-26.445756912231445,-17.8653564453125,8.580400466918945,90,60,191,3.4979802503508495,"{""type"":""Point"",""coordinates"":[-111.0221418014713,35.027]}"
105,1564.0,-27.69795799255371,-18.574756622314453,9.123201370239258,90,90,191,3.497980250074856,"{""type"":""Point"",""coordinates"":[-111.02181270220694,35.027]}"
106,1565.0,-27.6590576171875,-18.185760498046875,9.473296165466309,90,120,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.02148360294258,35.027]}"
107,1565.0,-25.68195152282715,-16.292095184326172,9.389856338500977,90,150,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.02115450367825,35.027]}"
108,1565.0,-25.92666244506836,-16.731290817260742,9.195371627807617,90,180,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.02082540441388,35.027]}"
109,1567.0,-24.032257080078125,-15.603141784667969,8.42911434173584,90,210,191,4.940763261537919,"{""type"":""Point"",""coordinates"":[-111.02049630514952,35.027]}"
110,1570.0,-24.240509033203125,-14.572410583496094,9.668098449707031,90,240,202,9.80912083580387,"{""type"":""Point"",""coordinates"":[-111.02016720588519,35.027]}"
111,1570.0,-21.72934913635254,-13.718786239624023,8.010563850402832,90,270,251,23.989685882150066,"{""type"":""Point"",""coordinates"":[-111.01983810662084,35.027]}"
112,1582.0,-18.658771514892578,-10.717806816101074,7.940964221954346,90,300,233,18.22052371724409,"{""type"":""Point"",""coordinates"":[-111.01950900735646,35.027]}"
113,1586.0,-20.670480728149414,-11.80693531036377,8.863545417785645,90,330,180,10.391539504411014,"{""type"":""Point"",""coordinates"":[-111.01917990809211,35.027]}"
114,1588.0,-19.015682220458984,-11.65499210357666,7.360691070556641,90,360,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.01885080882776,35.027]}"
115,1594.0,-20.82625961303711,-11.594986915588379,9.231271743774414,90,390,255,26.23516317706095,"{""type"":""Point"",""coordinates"":[-111.01852170956342,35.027]}"
116,1614.0,-20.997087478637695,-14.602783203125,6.394303798675537,90,420,255,36.355647641166755,"{""type"":""Point"",""coordinates"":[-111.01819261029905,35.027]}"
117,1626.0,-18.491973876953125,-13.35971736907959,5.132256031036377,90,450,255,36.636150110133066,"{""type"":""Point"",""coordinates"":[-111.0178635110347,35.027]}"
118,1648.0,-22.142465591430664,-16.165159225463867,5.977304935455322,90,480,180,0.0,"{""type"":""Point"",""coordinates"":[-111.01753441177036,35.027]}"
119,1670.0,-20.1322021484375,-14.532243728637695,5.599959373474121,90,510,255,47.77777282859594,"{""type"":""Point"",""coordinates"":[-111.01720531250601,35.027]}"
120,1688.0,-21.610397338867188,-14.867440223693848,6.742958068847656,90,540,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.01687621324163,35.027]}"
121,1702.0,-21.04468536376953,-13.4954833984375,7.5492024421691895,90,570,255,35.58280946123652,"{""type"":""Point"",""coordinates"":[-111.0165471139773,35.027]}"
122,1721.0,-20.952348709106445,-12.516735076904297,8.435613632202148,90,600,255,27.576775233507583,"{""type"":""Point"",""coordinates"":[-111.01621801471292,35.027]}"
123,1721.0,-18.66752815246582,-9.187214851379395,9.480314254760742,90,630,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.01588891544857,35.027]}"
124,1718.0,-18.152307510375977,-7.848660469055176,10.3036470413208,90,660,180,10.391539504411014,"{""type"":""Point"",""coordinates"":[-111.01555981618422,35.027]}"
125,1713.0,-19.880563735961914,-8.725929260253906,11.154634475708008,90,690,138,15.289352671811674,"{""type"":""Point"",""coordinates"":[-111.01523071691987,35.02700000000001]}"
126,1709.0,-21.045106887817383,-8.854785919189453,12.19032096862793,90,720,148,12.42913422003018,"{""type"":""Point"",""coordinates"":[-111.01490161765553,35.027]}"
127,1702.0,-20.691612243652344,-10.165037155151367,10.52657413482666,90,750,138,14.145878174900304,"{""type"":""Point"",""coordinates"":[-111.01457251839118,35.027]}"
128,1700.0,-21.4351806640625,-11.634844779968262,9.800335884094238,90,780,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.0142434191268,35.02700000000001]}"
129,1697.0,-20.788835525512695,-12.601201057434082,8.187634468078613,90,810,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.01391431986245,35.027]}"
130,1696.0,-19.800579071044922,-12.519858360290527,7.280721187591553,90,840,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.01358522059809,35.02700000000001]}"
131,1696.0,-26.126392364501953,-14.724513053894043,11.40187931060791,90,870,159,9.809120836564674,"{""type"":""Point"",""coordinates"":[-111.01325612133374,35.027]}"
132,1694.0,-27.17226219177246,-15.589573860168457,11.582688331604004,90,900,158,7.783222612674963,"{""type"":""Point"",""coordinates"":[-111.01292702206939,35.027]}"
133,1690.0,-26.850936889648438,-16.00794219970703,10.84299373626709,90,930,158,7.783222612674963,"{""type"":""Point"",""coordinates"":[-111.01259792280503,35.027]}"
134,1689.0,-28.42902183532715,-16.781478881835938,11.647541999816895,90,960,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.01226882354068,35.027]}"
135,1688.0,-28.53278160095215,-18.47386360168457,10.058917045593262,90,990,180,3.4979802497731702,"{""type"":""Point"",""coordinates"":[-111.01193972427633,35.027]}"
136,1686.0,-28.21231460571289,-18.322437286376953,9.889877319335938,90,1020,169,4.940763261537919,"{""type"":""Point"",""coordinates"":[-111.01161062501197,35.027]}"
137,1684.0,-27.886491775512695,-18.20697021484375,9.679522514343262,90,1050,169,4.940763261537919,"{""type"":""Point"",""coordinates"":[-111.01128152574763,35.027]}"
138,1684.0,-26.611148834228516,-16.726594924926758,9.884553909301758,90,1080,191,4.940763261732352,"{""type"":""Point"",""coordinates"":[-111.01095242648327,35.027]}"
139,1685.0,-27.09406280517578,-16.570697784423828,10.523365020751953,90,1110,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.01062332721891,35.027]}"
140,1686.0,-26.974407196044922,-16.079998016357422,10.8944091796875,90,1140,180,10.391539504411014,"{""type"":""Point"",""coordinates"":[-111.01029422795456,35.027]}"
141,1686.0,-26.578060150146484,-15.993172645568848,10.584888458251953,90,1170,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.0099651286902,35.027]}"
142,1685.0,-27.007389068603516,-15.773737907409668,11.233650207519531,90,1200,158,7.783222613161432,"{""type"":""Point"",""coordinates"":[-111.00963602942585,35.027]}"
143,1682.0,-26.60895347595215,-16.85425567626953,9.754697799682617,90,1230,169,4.940763261732352,"{""type"":""Point"",""coordinates"":[-111.00930693016149,35.02700000000001]}"
144,1681.0,-26.56490707397461,-15.332979202270508,11.231927871704102,90,1260,169,3.497980250074856,"{""type"":""Point"",""coordinates"":[-111.00897783089714,35.027]}"
145,1681.0,-26.00270652770996,-16.267091751098633,9.735616683959961,90,1290,180,0.0,"{""type"":""Point"",""coordinates"":[-111.0086487316328,35.027]}"
146,1681.0,-27.3768367767334,-16.88471221923828,10.492124557495117,90,1320,169,4.940763261343486,"{""type"":""Point"",""coordinates"":[-111.00831963236844,35.027]}"
147,1680.0,-26.49336051940918,-15.940069198608398,10.553290367126465,90,1350,180,0.0,"{""type"":""Point"",""coordinates"":[-111.00799053310409,35.02700000000001]}"
148,1681.0,-26.37807273864746,-14.84587287902832,11.53219985961914,90,1380,180,0.0,"{""type"":""Point"",""coordinates"":[-111.00766143383973,35.027]}"
149,1680.0,-27.461082458496094,-14.923250198364258,12.537832260131836,90,1410,169,3.497980250074856,"{""type"":""Point"",""coordinates"":[-111.00733233457538,35.027]}"
150,1680.0,-25.529104232788086,-16.032140731811523,9.496963500976562,90,1440,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.00700323531102,35.027]}"
151,1680.0,-26.1218318939209,-15.849180221557617,10.272650718688965,90,1470,180,6.970077434376445,"{""type"":""Point"",""coordinates"":[-111.00667413604666,35.02700000000001]}"
152,1680.0,-24.495378494262695,-14.530197143554688,9.965181350708008,90,1500,202,7.783222613161432,"{""type"":""Point"",""coordinates"":[-111.00634503678232,35.027]}"
153,1562.0,-27.388200759887695,-17.940216064453125,9.447985649108887,135,0,138,14.14587817591111,"{""type"":""Point"",""coordinates"":[-111.0228,35.027]}"
154,1561.0,-27.581153869628906,-18.67388153076172,8.907272338867188,135,30,169,4.9407499894684825,"{""type"":""Point"",""coordinates"":[-111.0225672916785,35.02680809477623]}"
155,1564.0,-28.46845817565918,-18.23397445678711,10.234482765197754,135,60,202,6.97004017161155,"{""type"":""Point"",""coordinates"":[-111.02233458335701,35.02661618955246]}"
156,1564.0,-26.577592849731445,-18.264724731445312,8.312868118286133,135,90,180,0.0,"{""type"":""Point"",""coordinates"":[-111.02210187503547,35.02642428432869]}"
157,1565.0,-26.24732208251953,-16.703420639038086,9.543901443481445,135,120,180,3.4979457108583443,"{""type"":""Point"",""coordinates"":[-111.02186916671398,35.02623237910492]}"
158,1565.0,-27.001136779785156,-17.305055618286133,9.696080207824707,135,150,180,0.0,"{""type"":""Point"",""coordinates"":[-111.02163645839246,35.02604047388115]}"
159,1567.0,-26.75907325744629,-18.21955108642578,8.539521217346191,135,180,180,0.0,"{""type"":""Point"",""coordinates"":[-111.02140375007097,35.02584856865738]}"
160,1572.0,-26.94719886779785,-17.376474380493164,9.570723533630371,135,210,191,14.145646024120209,"{""type"":""Point"",""coordinates"":[-111.02117104174944,35.0256566634336]}"
161,1574.0,-25.09915542602539,-16.790328979492188,8.308825492858887,135,240,202,7.783077334737613,"{""type"":""Point"",""coordinates"":[-111.02093833342794,35.025464758209836]}"
162,1577.0,-23.922321319580078,-16.126049041748047,7.796271800994873,135,270,202,6.969928385701506,"{""type"":""Point"",""coordinates"":[-111.02070562510644,35.02527285298606]}"
163,1581.0,-20.954059600830078,-14.453460693359375,6.500598907470703,135,300,212,16.994673749248783,"{""type"":""Point"",""coordinates"":[-111.02047291678493,35.025080947762305]}"
164,1584.0,-20.804655075073242,-12.374183654785156,8.430471420288086,135,330,211,19.61711857286624,"{""type"":""Point"",""coordinates"":[-111.02024020846342,35.024889042538526]}"
165,1594.0,-21.22980308532715,-12.554097175598145,8.67570686340332,135,360,180,0.0,"{""type"":""Point"",""coordinates"":[-111.0200075001419,35.02469713731475]}"
